# Traits in Affinity,weapon,# Traits,body,rune,% Traits in Affinity,Affinity,background,head,companion,shield,token_id,numTraits,image,name
2,Battle Axe,4,South Island MMA Pants,Rune of Fire,50 percent,MMMA,Black,Shaolin,,,630,9,https://portal.forgottenrunes.com/api/warriors/img/630,Falcon Slasher of the Street
3,Brown Longsword,5,Fur Barbarian,Rune of Cinnabar,60 percent,Brownish,Blue,Spiked Helm,,Brown Kite,631,10,https://portal.forgottenrunes.com/api/warriors/img/631,Orusula Razer of the Pavillion
3,Gladius,4,Purple Hedge Knight Armor,,75 percent,White Magic,Black,Polar Man,,White Kite,632,9,https://portal.forgottenrunes.com/api/warriors/img/632,Liam Slaughterer of the Hall
2,Lavender Double Blade,6,Northern Barbarian,Rune of Neptune,33 percent,Fur,Blue,Vedic Warrior,Northern Lynx,Red Aspis,633,11,https://portal.forgottenrunes.com/api/warriors/img/633,Jaya Despoiler of Atlantis
4,Gladius,4,Tower Plate Armor,,100 percent,Armor,Blue,Tigris,,Gold Herald Shield,634,9,https://portal.forgottenrunes.com/api/warriors/img/634,Phoenix Piercer of Muscle Mountain
4,Wooden Club,6,Green Knight,Rune of Mercury,66 percent,Armor,Green,Valkyrie,Buffkin,Wooden Buckler,635,11,https://portal.forgottenrunes.com/api/warriors/img/635,Drusilla Debilitator of Snakes
2,Estoc,3,Purple Road Warrior,,66 percent,Spike,Blue,Thrall Ruffian,,,636,8,https://portal.forgottenrunes.com/api/warriors/img/636,Dillon Lightbearer of Imps
2,Blue Shortsword,5,Megasuit,Rune of Uranus,40 percent,Cyber,Blue,BucketHead: Atomic 26,Rattlesnake,,637,10,https://portal.forgottenrunes.com/api/warriors/img/637,Mercury Chopper of Machines
4,Battle Axe,6,Gold Lamellar,Rune of Saturn,66 percent,Gladiator,Black,Cool Guy,Wild Eagle,Iron Buckler,638,11,https://portal.forgottenrunes.com/api/warriors/img/638,Dean Lopper of the Valley
3,Katana,6,Purple Knight,Rune of Pluto,50 percent,Darkness,Blue,Abyssinian,Hyena,Bolt Shield,639,11,https://portal.forgottenrunes.com/api/warriors/img/639,Barika Assaulter of the West
3,Malachite Cleaver,6,Goblin Toga,Rune of Steel,50 percent,Rugged,Green,Capped Goblin,Hamadryas Baboon,Purple Kite,640,11,https://portal.forgottenrunes.com/api/warriors/img/640,Mogglin Stabber of Nightmare Paradise
3,Master Claymore,5,White Tunic Armor,Rune of Lime,60 percent,Armor,Blue,Grizzly Man,,Iron Buckler,641,10,https://portal.forgottenrunes.com/api/warriors/img/641,Duke Nullifier of Runes
3,Kanabo,6,West Woodland Cloak,Rune of Fire,50 percent,Wild,Black,She Wolf,Field Hound,Frog Shield,642,11,https://portal.forgottenrunes.com/api/warriors/img/642,Pippa Slaughterer of Leaves
4,Malachite Cleaver,6,Green Amazonian Jumpsuit,Rune of Down,66 percent,Verdant,Green,Kempo,Aurelian Rhinoceros Beetle,Green Kite,643,11,https://portal.forgottenrunes.com/api/warriors/img/643,Kai Obliterator of Scoundrels
3,Stratiotai Spear,4,Yellow Tunic Armor,,75 percent,Medieval,Black,Red Bearded Berserker,,Might Shield,644,9,https://portal.forgottenrunes.com/api/warriors/img/644,Cannon Poker of Brigands
3,Chakram,4,Red Tunic Armor,,75 percent,Gold,Black,Cool Guy,,Shield of the Moon,645,9,https://portal.forgottenrunes.com/api/warriors/img/645,Lyam Protector of Monsters
5,Iron Hammer,6,Purple Hedge Knight Armor,Rune of Earth,83 percent,Rugged,Blue,Mountain Warrior,Spectacled Falcon,Shield of Up Only,646,11,https://portal.forgottenrunes.com/api/warriors/img/646,Thorne Flagellator of the Forest
3,Brown Longsword,5,Fur Barbarian,Rune of Earth,60 percent,Sword,Black,Akkadian,,Gold Holy Shield,647,10,https://portal.forgottenrunes.com/api/warriors/img/647,Uli Dismantler of the Rune Raiders
2,Estoc,5,Street Hoodlum,Rune of Uranus,40 percent,Amber,Blue,Scout,Golden Jaguar,,648,10,https://portal.forgottenrunes.com/api/warriors/img/648,Henry Romantic of the Docks
4,Spiked Ball and Chain,6,Iron Knight of the Hills,Rune of Cinnabar,66 percent,Brute,Black,Forgotten Man,Field Hound,Shield of the Sun,649,11,https://portal.forgottenrunes.com/api/warriors/img/649,Diesel Opponent of the Tower
4,Malachite Dragon Pike,6,Blue Hedge Knight Armor,Rune of Jupiter,66 percent,Blue Shift,Blue,Blue Dwarven Helm,Royal Razorback,Water Elemental Shield,650,11,https://portal.forgottenrunes.com/api/warriors/img/650,Dunklin Hero of Light
3,Bottle of Goblin Beer,6,Armor of Air,Rune of Neptune,50 percent,Blackness,Black,South Sider,Woodland Wolverine,Gold Holy Shield,651,11,https://portal.forgottenrunes.com/api/warriors/img/651,Andrei of the Trail
4,Rogue Falchion,5,Street Punk with Red Camo,Rune of Mercury,80 percent,Crimson,Red,Blue Dwarven Helm,Attack Drone,,652,10,https://portal.forgottenrunes.com/api/warriors/img/652,Urmgurn Killer of the Citadel
4,Tyrfing,4,North Island MMA Pants,,100 percent,Purple Haze,Purple,Wild Furgnome,Sable Cobra,,653,9,https://portal.forgottenrunes.com/api/warriors/img/653,Beetle Wounder of the Dojo
3,Master Claymore,5,Brown Hedge Knight Armor,Rune of Air,60 percent,Armor,Blue,Horror Mask,,Red Aspis,654,10,https://portal.forgottenrunes.com/api/warriors/img/654,Addanc Contaminator of the Forest
3,Longbow,6,Red One Piece,Rune of Earth,50 percent,Wild,Black,Archipelagian,Woodland Wolverine,Tate Shield,655,11,https://portal.forgottenrunes.com/api/warriors/img/655,Vega Violator of all that is Holy
4,Tuck,5,Auric Spike Armor,Rune of Mercury,80 percent,Gold,Black,Akkadian,,Green Aspis,656,10,https://portal.forgottenrunes.com/api/warriors/img/656,Alam Guardian of the Desert
4,Brown Longsword,6,Banded Armor of Earth,Rune of Earth,66 percent,Rugged,Black,Tigris,Northern Lynx,Mushroom Shield,657,11,https://portal.forgottenrunes.com/api/warriors/img/657,Kody Amputator of Shadows
2,Bo Staff,6,Sovereign Epic Gear,Rune of Brimstone,33 percent,Brownish,Green,Medieval Skull,Northern Lynx,Mercenary Heater Shield,658,11,https://portal.forgottenrunes.com/api/warriors/img/658,Forneus Pounder of Muscle Mountain
4,Sword of Babylon,6,Green One Piece,Rune of Steel,66 percent,Gold,Green,Summer Warrior,Wild Eagle,Shield of the Moon,659,11,https://portal.forgottenrunes.com/api/warriors/img/659,Eon Shaver of Runes
4,Katana,5,North Woodland Cloak,Rune of Brimstone,80 percent,Armor,Black,Autumn Warrior,,Might Shield,660,10,https://portal.forgottenrunes.com/api/warriors/img/660,Agnes Marauder of the North
3,Chakram,5,Alabaster Paladin Gear,Rune of Sun,60 percent,Desert,Blue,Indigo Mendicant,,Shield of the Sun,661,10,https://portal.forgottenrunes.com/api/warriors/img/661, Shark of the North
2,Scimitar,3,South Island MMA Pants,,66 percent,Armor,Blue,Happy Viking,,,662,8,https://portal.forgottenrunes.com/api/warriors/img/662,Bruno Conqueror of Mount Titan
5,Katana,5,White Tunic Armor,Rune of Steel,100 percent,Armor,Green,Praetorian,,Shield of Up Only,663,10,https://portal.forgottenrunes.com/api/warriors/img/663,Numerius Armageddon of Runes
4,Spetum,5,Traveller's Cloak Blue,Rune of Water,80 percent,Blue Shift,Blue,Bruiser,,Blue Kite,664,10,https://portal.forgottenrunes.com/api/warriors/img/664,Charles Protector of Warlocks
3,Gladiator Sword,5,Gladiator's Cloak with Green Briefs,,60 percent,Brownish,Black,Spiked Helm,Woodland Wolverine,Magic Shield,665,10,https://portal.forgottenrunes.com/api/warriors/img/665,Malacoda Striker of the Pavillion
3,Mace,5,White Knight,Rune of Mercury,60 percent,Knight,Blue,Valkyrie,,Butterfly Shield,666,10,https://portal.forgottenrunes.com/api/warriors/img/666,Nervilla Demolisher of Runes
4,Bush Spear,6,Green One Piece,Rune of Water,66 percent,Verdant,Green,Summer Warrior,Nastyass Honey Badger,Green Kite,667,11,https://portal.forgottenrunes.com/api/warriors/img/667,Eon Paragon of the Tower
3,Bone Club,6,Skylord Plate Armor,Rune of Mars,50 percent,Heavy,Blue,Praetorian,Hyena,Bolt Shield,668,11,https://portal.forgottenrunes.com/api/warriors/img/668,Maximus Shatterer of Runes
4,Battle Axe,5,Armor of Fire,Rune of Mercury,80 percent,Armor,Blue,Lycan Warrior,,Triple Triangle Shield,669,10,https://portal.forgottenrunes.com/api/warriors/img/669,Oliver Dispatcher of Scoundrels
2,Gladius,4,Highlander's Tartan,,50 percent,Brownish,Black,Desert Warrior,,Might Shield,670,9,https://portal.forgottenrunes.com/api/warriors/img/670,Armak Armageddon of Sheep
4,Sol Sword,5,Cyborg Body,Rune of Venus,80 percent,Gold,Blue,Shutter Knight,Harpy Eagle,,671,10,https://portal.forgottenrunes.com/api/warriors/img/671,Bokur Raider of Machines
5,Titan Cleaver,6,Yellow Provocator Garb,Rune of Earth,83 percent,Rugged,Blue,Bruiser,Hyena,Blue Kite,672,11,https://portal.forgottenrunes.com/api/warriors/img/672,Rocky Shaver of the Ruins
3,Whip,6,Green One Piece,Rune of Omega,50 percent,Wild,Black,Moorish Girl,Robo Dog,Brown Kite,673,11,https://portal.forgottenrunes.com/api/warriors/img/673,Dree Lasher of the Lost City
2,Red Shortsword,4,Purple Road Warrior,Rune of Uranus,50 percent,Medieval,Black,Scout,,,674,9,https://portal.forgottenrunes.com/api/warriors/img/674,Lance Assailant of Goblin Town
3,Ishtar Sword,6,Nude,Rune of Neptune,50 percent,Crimson,Red,Contender Helm,Crimson Jaguar,Tate Shield,675,11,https://portal.forgottenrunes.com/api/warriors/img/675,Damien Exterminator of the Riviera
3,Scimitar,5,Red Knight,Rune of Uranus,60 percent,Guard,Blue,Vedic Warrior,,Brown Kite,676,10,https://portal.forgottenrunes.com/api/warriors/img/676,Alani Cataclysm of Thieves
5,Stratiotai Spear,5,White Hedge Knight Armor,Rune of Steel,100 percent,Armor,Black,Scout,,Mercenary Heater Shield,677,10,https://portal.forgottenrunes.com/api/warriors/img/677,Peter Champion of Kobolds
3,Tuck,6,Purple Provocator Garb,Rune of Brass,50 percent,Gold,Black,Contender Helm,Buffkin,Shield of the Moon,678,11,https://portal.forgottenrunes.com/api/warriors/img/678,Hacan Villain of Muscle Mountain
3,,3,Purple Hedge Knight Armor,,100 percent,Armor,Black,Lycan Warrior,,Iron Buckler,679,8,https://portal.forgottenrunes.com/api/warriors/img/679,Raiden Danger of Liches
4,Apollo's Bow,6,Goblin Footsoldier,Rune of Up,66 percent,Purple Haze,Purple,Capped Goblin,Orchid Rhinoceros Beetle,Peace Shield,680,11,https://portal.forgottenrunes.com/api/warriors/img/680,Shookle Dispatcher of Nasty Town
3,Gladius,6,Tower Plate Armor,Rune of Saturn,50 percent,Medieval,Black,Red Bearded Berserker,Golden Jaguar,Fire Shield,681,11,https://portal.forgottenrunes.com/api/warriors/img/681,Xander Eradicator of the South
4,Mace,5,Armor of Air,Rune of Earth,80 percent,Medieval,Blue,Anuran Warrior,,Fire Shield,682,10,https://portal.forgottenrunes.com/api/warriors/img/682,Izzie Nailer of the Range
3,Malachite Dragon Pike,6,Green One Piece,Rune of Up,50 percent,Verdant,Green,Summer Warrior,Woodland Wolverine,Blue Buckler,683,11,https://portal.forgottenrunes.com/api/warriors/img/683,Adele Razer of the Mountain
3,Blue Shortsword,4,Purple Tunic Armor,,75 percent,Sword,Black,Cool Guy,,White Holy Shield,684,9,https://portal.forgottenrunes.com/api/warriors/img/684,Drogo Trimmer of Kobolds
4,Guardian Sword,6,Chelonian Armor,Rune of Venus,66 percent,Armor,Black,Anuran Warrior,Mutant Snapping Turtle,Tate Shield,686,11,https://portal.forgottenrunes.com/api/warriors/img/686,Warble Chisler of Turtles
3,Firebrand,5,Street Punk with Violet Camo,Rune of Saturn,60 percent,Knight,Black,Avalonian,Night Wolf,,687,10,https://portal.forgottenrunes.com/api/warriors/img/687,Blake Exterminator of Goblins
2,Bo Staff,3,Red Boxing Shorts,,66 percent,Darkness,Black,Yellow Viking Helm,,,688,8,https://portal.forgottenrunes.com/api/warriors/img/688,Grunkol Flagellator of Tigers
4,Red Shortsword,4,Yellow Tunic Armor,,100 percent,Knight,Blue,Forgotten Man,,Wooden Buckler,689,9,https://portal.forgottenrunes.com/api/warriors/img/689,Serge Chopper of the Range
3,,3,Tower Plate Armor,,100 percent,Teal,Black,Komodi,,White Holy Shield,690,8,https://portal.forgottenrunes.com/api/warriors/img/690,Sly Cutter of Glory
3,Bo Staff,4,Red Boxing Shorts,Rune of Pluto,75 percent,Darkness,Blue,Basic Bro,,,691,9,https://portal.forgottenrunes.com/api/warriors/img/691,Zod Peacemaker of Power
3,Lavender Double Blade,5,Street Hoodlum,Rune of Earth,60 percent,Rugged,Blue,Kempo,Hyena,,692,10,https://portal.forgottenrunes.com/api/warriors/img/692,Pierce Bifurcator of the Keep
4,Master Claymore,6,Gallus Gear,Rune of Pluto,66 percent,Gladiator,Red,Praetorian,Spectacled Falcon,Red Aspis,693,11,https://portal.forgottenrunes.com/api/warriors/img/693,Marcus Mincer of the Sun
3,Iron Hammer,6,Sapphire Paladin Gear,Rune of Steel,50 percent,Knight,Blue,Highlander,Gigas Hornet,Butterfly Shield,694,11,https://portal.forgottenrunes.com/api/warriors/img/694,Talon Liquidator of Brigands
2,Gladiator Sword,3,Argyropoeia Bot,,66 percent,Cyber,Blue,BucketHead: Atomic 79,,,695,8,https://portal.forgottenrunes.com/api/warriors/img/695,Metron Cutter of Robots
3,Giant Cleaver,5,Chelonian Armor,Rune of Sun,60 percent,Guard,Blue,Bonnie Lass,,Yellow Kite,696,10,https://portal.forgottenrunes.com/api/warriors/img/696,Blake Vanquisher of the Slime Pits
2,Gladius,4,Red Suit,Rune of Uranus,50 percent,Heavy,Blue,Praetorian,,,697,9,https://portal.forgottenrunes.com/api/warriors/img/697,Antonius Amputator of the Ice
3,Purple Longsword,5,Street Punk with Brown Camo,Rune of Brass,60 percent,Muscle,Green,Lycan Warrior,Field Hound,,698,10,https://portal.forgottenrunes.com/api/warriors/img/698,Buster Obliterator of Goblins
4,Malachite Dragon Pike,6,Green One Piece,Rune of Brass,66 percent,Armor,Green,Summer Warrior,Buffkin,Shield of Balance,699,11,https://portal.forgottenrunes.com/api/warriors/img/699,Margarita Killer of Glory
3,,3,Battle Bikini,,100 percent,Amber,Black,Lady of the Mountain,,Green Buckler,700,8,https://portal.forgottenrunes.com/api/warriors/img/700,Incitata Apocalypse of the Rock
3,Malachite Dragon Pike,6,Goblin Toga,Rune of Lime,50 percent,Wild,Green,Capped Goblin,Old World Mandrill,Red Aspis,701,11,https://portal.forgottenrunes.com/api/warriors/img/701,Al Blade of the Slime Pits
4,Skull Sword,6,Chelonian Armor,Rune of Steel,66 percent,Armor,Black,Winter Warrior,Mutant Snapping Turtle,Yellow Kite,702,11,https://portal.forgottenrunes.com/api/warriors/img/702,Bernadette Scissor of Turtles
3,Gladius,4,White Knight,,75 percent,Guard,Blue,Archipelagian,,Mercenary Heater Shield,703,9,https://portal.forgottenrunes.com/api/warriors/img/703,Nomusa Wounder of the Grass
3,Malachite Dragon Pike,5,Commando Fatigues,Rune of Air,60 percent,Verdant,Green,Jungle Commando,Garuda's Griffin,,704,10,https://portal.forgottenrunes.com/api/warriors/img/704,Humphrey Trimmer of Snakes
3,Ranseur,6,Murmillo Gear,Rune of Air,50 percent,Gold,Black,Motor Assassin,Dirt Pig,Bolt Shield,705,11,https://portal.forgottenrunes.com/api/warriors/img/705,Jacob Guardian of the Lost City
5,Jungle Boomerang,6,Iron Knight of the Heath,Rune of Neptune,83 percent,Blue Shift,Blue,Blue Dwarven Helm,Royal Razorback,Blue Buckler,706,11,https://portal.forgottenrunes.com/api/warriors/img/706,Rumbar Explorer of Monsters
2,Black Bomb,6,Honor Guard of the North,Rune of Brimstone,33 percent,Forest,Black,Bonnie Lass,Spectacled Falcon,Guardian Shield,707,11,https://portal.forgottenrunes.com/api/warriors/img/707,Maya Flattener of Monsters
3,Silver Poleaxe,6,Classic Leather Barbarian Briefs,Rune of Saturn,50 percent,Heavy,Blue,Blue Knight Helm,Buffkin,Shield of Down Only,708,11,https://portal.forgottenrunes.com/api/warriors/img/708,Edmund Paragon of the Coliseum
4,Red Longsword,6,Iron Knight of the Heath,Rune of Earth,66 percent,Knight,Blue,Guardian Helm,Robo Dog,Bolt Shield,709,11,https://portal.forgottenrunes.com/api/warriors/img/709,Drogo Assailant of Honor
3,Malachite Cleaver,6,Xanthous Paladin Gear,Rune of Jupiter,50 percent,Verdant,Green,Jungle Commando,Gigas Hornet,Green Aspis,710,11,https://portal.forgottenrunes.com/api/warriors/img/710,Manuel Mercenary of Giants
3,Iron Hammer,3,Megasuit,,100 percent,Muscle,Black,Jungle Commando,,,711,8,https://portal.forgottenrunes.com/api/warriors/img/711,Dexter Belligerent of Machines
5,Blue Shortsword,6,Gladiator's Cloak with Leather Briefs,Rune of Steel,83 percent,Armor,Black,Red Ronin,Robo Dog,Infinity Shield,712,11,https://portal.forgottenrunes.com/api/warriors/img/712,Felix Combatant of the Desert
2,,2,Gold Belt Ruffian,,100 percent,Blackness,Black,Kempo,,,713,7,https://portal.forgottenrunes.com/api/warriors/img/713,Jarek Wounder of the Road
3,Spetum,5,White Dominatrix Gear,Rune of Brimstone,60 percent,Darkness,Blue,Shutter Knight,Rattlesnake,,714,10,https://portal.forgottenrunes.com/api/warriors/img/714,Rungle Protector of the City
2,Crowbar,5,Commando Fatigues,Rune of Saturn,40 percent,Machine,Green,Earth Guard,Woodland Wolverine,,715,10,https://portal.forgottenrunes.com/api/warriors/img/715,Harland Buster of Blood
4,Gladiator Sword,6,Iron Knight of the Hills,Rune of Sun,66 percent,Desert,Green,Forgotten Man,Rattlesnake,Tanker Heater Shield,716,11,https://portal.forgottenrunes.com/api/warriors/img/716,Stone Stabber of the Mountain
2,Red Broadsword,6,Honor Guard of the South,Rune of Jupiter,33 percent,Verdant,Green,Divanae,Ultramarine Rhinoceros Beetle,Sonic Shield,717,11,https://portal.forgottenrunes.com/api/warriors/img/717,Kuna Assaulter of Honor
5,Blue Chainsaw,6,Gallus Gear,Rune of Lime,83 percent,Crimson,Red,Praetorian,Scarlet Swine,Fire Shield,718,11,https://portal.forgottenrunes.com/api/warriors/img/718,Tiberius Creeper of the Lost City
3,Cheeseburger,5,Aura Knight with Blue Cloak,,60 percent,Armor,Black,Elder,Woodland Wolverine,Mercenary Heater Shield,719,10,https://portal.forgottenrunes.com/api/warriors/img/719,Chase of the Mountain
3,Gladius,5,Gallus Gear,Rune of Sun,60 percent,Brute,Black,Action Hero,,White Holy Shield,720,10,https://portal.forgottenrunes.com/api/warriors/img/720,Ryker Terror of the Sun
3,Journeyman Falchion,6,Gladiator's Cloak with Green Briefs,Rune of Cinnabar,50 percent,Gladiator,Blue,Foot Soldier Helm,Robo Dog,Purple Kite,721,11,https://portal.forgottenrunes.com/api/warriors/img/721,Waldo Calamity of the Duck Alliance
2,Rapier,4,Murmillo Gear,,50 percent,Flesh,Black,Jungle Commando,,Shield of Down Only,722,9,https://portal.forgottenrunes.com/api/warriors/img/722,Rex Explorer of the Jungle
4,Red Broadsword,5,Red Battle Bikini,,80 percent,Crimson,Red,Oni Girl,Rattlesnake,Eternal Love Shield,723,10,https://portal.forgottenrunes.com/api/warriors/img/723,Megumi Carver of Glory
2,Longbow,4,Bone Warrior,,50 percent,Grey,Black,Lady Barbarian,,Red Herald Shield,724,9,https://portal.forgottenrunes.com/api/warriors/img/724,Mia Swindler of the Rock
3,Malachite Dragon Pike,6,Majestic Epic Gear,Rune of Cinnabar,50 percent,Verdant,Green,Furgnome Marauder,Golden Jaguar,Red Aspis,725,11,https://portal.forgottenrunes.com/api/warriors/img/725,Louis Eidolon of the Rock
3,Gladiator Sword,5,Yellow One Piece,Rune of Earth,60 percent,Feminine,Green,Kushite,,Fire Shield,726,10,https://portal.forgottenrunes.com/api/warriors/img/726,Sade Menace of Monsters
4,Titan Cleaver,6,Gladiator's Cloak with Olive Briefs,Rune of Neptune,66 percent,Muscle,Black,Wrestler Giant,Onyx Panther,Red Herald Shield,727,11,https://portal.forgottenrunes.com/api/warriors/img/727,Einer Bifurcator of Bugbears
5,Lazurite Dragon Sword,6,Red Hedge Knight Armor,Rune of Fire,83 percent,Crimson,Red,Praetorian,Crimson Jaguar,Tate Shield,728,11,https://portal.forgottenrunes.com/api/warriors/img/728,Velox Attacker of Devils
